Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),Voltage_Range,Delta_SOH,Rolling_DischargeTime,Rolling_SOH
2273.79,933.5999999999768,4.047,3.355,5254.864,6224.35,9353.12,0.6919999999999997,-0.000899281,87955.776,0.9865107913669064
2266.15,880.798,4.022,3.38,5202.398999999976,6175.39,9591.36,0.6420000000000003,-0.000899281,88542.98999999998,0.9865107913669064
2257.09,876.0,4.042,3.375,5216.319999999949,6182.34,9514.34,0.6669999999999998,-0.000899281,87960.58599999998,0.9865107913669064
2265.6,902.4000000000232,4.042,3.367,5244.352000000072,6203.36,9430.37,0.6749999999999998,-0.000899281,88360.79799999998,0.983812949640288
2265.6,897.6010000000242,4.039,3.375,5237.344000000041,6217.34,9479.33,0.6639999999999997,-0.000899281,88092.01199999997,0.9865107913669064
2276.26,923.9670000000624,4.04,3.362,5251.391999999993,6217.41,9340.99,0.6779999999999999,-0.000899281,86719.954,0.9865107913669064
2262.21,904.801,4.043,3.365,5258.336,6238.34,9623.01,0.6779999999999999,-0.000899281,88444.968,0.9820143884892086
2264.93,878.4000000000233,4.023,3.381,5195.359000000055,6168.35,9607.65,0.6419999999999999,-0.000899281,87789.69199999998,0.9856115107913668
2272.8,919.199,4.04,3.363,5244.3539999998175,6217.38,9285.73,0.677,-0.000899281,85956.876,0.9856115107913668
2264.1,897.6009999999078,4.04,3.373,5237.344000000157,6210.34,9471.74,0.6669999999999998,-0.000899281,87328.64599999998,0.9856115107913668
2265.82,892.8009999998612,4.045,3.369,5265.375,6252.35,9545.25,0.6759999999999997,-0.000899281,87566.68599999997,0.9856115107913668
2270.11,928.8009999998612,4.047,3.355,5254.896,6224.38,9298.46,0.6919999999999997,-0.000899281,87189.024,0.9856115107913668
2260.8,885.5989999999292,4.036,3.37,5202.366999999853,6175.36,9395.36,0.6659999999999995,-0.000899281,88397.58599999998,1.0089928057553956
2253.6,873.6000000000931,4.043,3.376,5209.248000000138,6175.23,9486.24,0.6670000000000003,-0.000899281,87205.30799999999,0.9856115107913668
2253.95,888.0,4.036,3.37,5223.391999999993,6182.4,9501.31,0.6659999999999995,-0.000899281,87255.58199999997,0.9910071942446044
2260.06,902.4000000000232,4.044,3.361,5265.344000000157,6238.34,9600.77,0.6829999999999994,-0.000899281,87687.17599999999,0.9811151079136692
6026.59,1049.487844827585,4.047,3.477,5046.429500000086,5966.82,5966.82,0.5699999999999998,-0.000899281,91294.4,0.9901079136690648
2212.0,835.1990000000224,4.035,3.396,5048.384000000078,6021.41,9297.63,0.6390000000000002,-0.000899281,86954.98799999998,0.9892086330935252
2247.87,760.7989999999991,4.0,3.412,5097.407999999938,6077.41,9477.73,0.5880000000000001,-0.000899281,87618.72,0.9856115107913668
2264.64,789.6000000000931,3.996,3.409,5132.354,6119.36,9665.19,0.5870000000000002,-0.000899281,87860.50999999998,0.9856115107913668
2265.6,900.0,4.043,3.366,5237.375,6203.36,9451.36,0.677,-0.000899281,87607.92199999998,0.9829136690647482
2263.75,890.3979999999283,4.045,3.368,5258.3695,6245.38,9513.41,0.677,-0.000899281,86809.05399999997,0.9847122302158272
2258.4,880.8009999999776,4.037,3.369,5195.328,6168.32,9388.32,0.6679999999999997,-0.000899281,87643.26999999999,1.0080935251798562
2270.59,916.8009999998612,4.041,3.362,5237.375,6210.37,9282.18,0.6790000000000003,-0.000899281,85197.17000000001,0.9847122302158272
2208.54,828.0,4.035,3.399,5034.2380000001285,6007.23,9289.86,0.6360000000000001,-0.000899281,86212.61999999998,0.9883093525179856
2267.3,926.3990000000922,4.048,3.355,5244.352999999886,6217.38,9305.54,0.6930000000000001,-0.000899281,86425.12000000001,0.9847122302158272
6008.07,1065.3720591132296,4.045,3.48,5033.075769230723,5954.47,5954.47,0.565,-0.000899281,91306.926,0.9892086330935252
2262.08,787.1990000000224,3.997,3.41,5125.281000000075,6119.27,9643.3,0.5869999999999997,-0.000899281,87116.85599999999,0.9847122302158272
2262.11,878.3989999999758,4.023,3.381,5195.3589999999385,6161.38,9574.08,0.6419999999999999,-0.000899281,87054.11399999997,0.9847122302158272
2251.46,885.5979999999981,4.037,3.37,5216.353000000003,6182.37,9504.19,0.6669999999999998,-0.000899281,86501.16199999998,0.9901079136690648
2263.2,897.6019999999553,4.043,3.367,5230.304000000004,6196.29,9409.31,0.6760000000000002,-0.000899281,86854.56399999998,0.9820143884892086
2262.79,895.1990000000224,4.04,3.373,5230.366999999969,6203.36,9467.14,0.6669999999999998,-0.000899281,86569.15999999997,0.9847122302158272
2251.2,871.1999999999534,4.044,3.376,5202.238000000012,6161.25,9486.24,0.6679999999999997,-0.000899281,86449.55199999997,0.9847122302158272
2259.04,902.3980000000448,4.045,3.361,5258.337999999989,6238.34,9623.81,0.6839999999999997,-0.000899281,86933.09599999999,0.9802158273381296
2246.75,760.7999999999302,4.001,3.411,5090.398000000045,6070.4,9486.82,0.5900000000000003,-0.000899281,86866.484,0.9847122302158272
